100,0.000023,0.000004
200,0.000022,0.000010
300,0.000039,0.000014
400,0.000048,0.000020
500,0.000058,0.000027
600,0.000073,0.000033
700,0.000084,0.000038
800,0.000095,0.000046
900,0.000110,0.000052
1000,0.000122,0.000056
1100,0.000142,0.000064
1200,0.000199,0.000187
1300,0.000443,0.000205
1400,0.000174,0.000083
1500,0.000183,0.000093
1600,0.000203,0.000098
1700,0.000212,0.000102
1800,0.000227,0.000111
1900,0.000239,0.000119
2000,0.000251,0.000132
2100,0.000269,0.000129
2200,0.000282,0.000142
2300,0.000302,0.000152
2400,0.000318,0.000176
2500,0.000341,0.000174
2600,0.000354,0.000178
2700,0.000383,0.000178
2800,0.000390,0.000191
2900,0.000406,0.000195
3000,0.000474,0.000208
3100,0.000427,0.000227
3200,0.000441,0.000214
3300,0.000454,0.000237
3400,0.000458,0.000242
3500,0.000475,0.000335
3600,0.000889,0.000439
3700,0.000613,0.000263
3800,0.000605,0.000269
3900,0.000663,0.000294
4000,0.000595,0.000311
4100,0.000798,0.000459
4200,0.000728,0.000329
4300,0.000729,0.000338
4400,0.000656,0.000344
4500,0.000852,0.000358
4600,0.000688,0.000379
4700,0.001028,0.000499
4800,0.000866,0.000494
4900,0.000897,0.000489
5000,0.000974,0.000519
5100,0.000895,0.000433
5200,0.000935,0.000458
5300,0.000892,0.000476
5400,0.000973,0.000484
5500,0.000975,0.000525
5600,0.000975,0.000518
5700,0.001030,0.000517
5800,0.000980,0.000519
5900,0.000995,0.000527
6000,0.001012,0.000523
6100,0.001026,0.000511
6200,0.001003,0.000513
6300,0.001009,0.000523
6400,0.001028,0.000544
6500,0.001043,0.000548
6600,0.001085,0.000528
6700,0.001020,0.000544
6800,0.001065,0.000544
6900,0.001058,0.000566
7000,0.001052,0.000562
7100,0.001046,0.000569
7200,0.001063,0.000543
7300,0.001040,0.000552
7400,0.001061,0.000573
7500,0.001069,0.000568
7600,0.001085,0.000578
7700,0.001093,0.000558
7800,0.001080,0.000571
7900,0.001086,0.000587
8000,0.001109,0.000592
8100,0.001085,0.000571
8200,0.001095,0.000587
8300,0.001125,0.000613
8400,0.001145,0.000604
8500,0.001147,0.000598
8600,0.001168,0.000614
8700,0.001144,0.000605
8800,0.001157,0.000606
8900,0.001226,0.000764
9000,0.001344,0.000692
9100,0.001184,0.000626
9200,0.001182,0.000672
9300,0.001198,0.000634
9400,0.001211,0.000649
9500,0.001234,0.000668
9600,0.001284,0.000678
9700,0.001260,0.000654
9800,0.001272,0.000678
9900,0.001287,0.000658
10000,0.001295,0.000683
10100,0.001300,0.000704
10200,0.001309,0.000724
10300,0.001356,0.000723
10400,0.001350,0.000716
10500,0.001366,0.000732
10600,0.001370,0.000756
10700,0.001424,0.000773
10800,0.001460,0.000856
10900,0.001589,0.000833
11000,0.001475,0.000819
11100,0.001505,0.000879
11200,0.001639,0.000854
11300,0.001590,0.000840
11400,0.001543,0.000857
11500,0.001605,0.000847
11600,0.001593,0.000854
11700,0.001656,0.000881
11800,0.001590,0.000862
11900,0.001596,0.000864
12000,0.001613,0.000866
12100,0.001613,0.000877
12200,0.001663,0.000866
12300,0.001684,0.000910
12400,0.001659,0.000891
12500,0.001687,0.000928
12600,0.001703,0.000945
12700,0.001720,0.000922
12800,0.001728,0.000947
12900,0.001743,0.000948
13000,0.001763,0.000951
13100,0.001771,0.000969
13200,0.001782,0.000989
13300,0.001807,0.000960
13400,0.001803,0.001030
13500,0.001822,0.000996
13600,0.001847,0.000982
13700,0.001856,0.000997
13800,0.001882,0.001018
13900,0.001882,0.001041
14000,0.001919,0.001040
14100,0.001915,0.001046
14200,0.001924,0.001031
14300,0.001967,0.001053
14400,0.002016,0.001102
14500,0.001973,0.001044
14600,0.002012,0.001102
14700,0.001998,0.001096
14800,0.002015,0.001083
14900,0.002043,0.001095
15000,0.002044,0.001187
15100,0.002077,0.001103
15200,0.002083,0.001150
15300,0.002084,0.001124
15400,0.002097,0.001204
15500,0.002111,0.001154
15600,0.002148,0.001149
15700,0.002145,0.001173
15800,0.002151,0.001196
15900,0.002216,0.001214
16000,0.002180,0.001193
16100,0.002210,0.001224
16200,0.002230,0.001247
16300,0.002219,0.001195
16400,0.002384,0.001234
16500,0.002267,0.001236
16600,0.002304,0.001230
16700,0.002315,0.001276
16800,0.002329,0.001243
16900,0.002340,0.001320
17000,0.002374,0.001268
17100,0.002407,0.001386
17200,0.002477,0.001377
17300,0.002577,0.001333
17400,0.002476,0.001355
17500,0.002489,0.001357
17600,0.002546,0.001375
17700,0.002526,0.001400
17800,0.002583,0.001302
17900,0.002493,0.001306
18000,0.002428,0.001346
18100,0.002462,0.001477
18200,0.002538,0.001405
18300,0.002562,0.001407
18400,0.002565,0.001392
18500,0.002567,0.001388
18600,0.002589,0.001411
18700,0.002619,0.001421
18800,0.002629,0.001426
18900,0.002658,0.001480
19000,0.002675,0.001438
19100,0.002700,0.001438
19200,0.002683,0.001452
19300,0.002704,0.001502
19400,0.002711,0.001452
19500,0.002732,0.001526
19600,0.002812,0.001499
19700,0.002800,0.001485
19800,0.002768,0.001474
19900,0.002802,0.001510
20000,0.002791,0.001517
20100,0.002808,0.001561
20200,0.002804,0.001532
20300,0.002819,0.001572
20400,0.002826,0.001556
20500,0.002906,0.001603
20600,0.002861,0.001581
